timestamp,epoch,train_loss,val_loss
1772521274.235596,0,0.5,0.6
1772521274.23588,100,0.5,0.6
1772521274.235946,200,0.5,0.6
1772521274.235996,300,0.5,0.6
1772521274.236041,400,0.5,0.6
1772521274.236088,500,0.5,0.6
1772521274.236137,600,0.5,0.6
1772521274.236177,700,0.5,0.6
1772521274.236226,800,0.5,0.6
1772521274.236269,900,0.5,0.6
1772521274.2363148,1000,0.5,0.6
1772521274.2363598,1100,0.5,0.6
1772521274.236403,1200,0.5,0.6
1772521274.2364511,1300,0.5,0.6
1772521274.236491,1400,0.5,0.6
1772521274.236532,1500,0.5,0.6
1772521274.236575,1600,0.5,0.6
1772521274.2366211,1700,0.5,0.6
1772521274.2366662,1800,0.5,0.6
1772521274.236705,1900,0.5,0.6
1772521274.236754,2000,0.5,0.6
1772521274.236794,2100,0.5,0.6
1772521274.236834,2200,0.5,0.6
1772521274.236875,2300,0.5,0.6
1772521274.236919,2400,0.5,0.6
1772521274.236963,2500,0.5,0.6
1772521274.237002,2600,0.5,0.6
1772521274.237042,2700,0.5,0.6
1772521274.2370849,2800,0.5,0.6
1772521274.2371242,2900,0.5,0.6
1772521274.2371662,3000,0.5,0.6
1772521274.2372081,3100,0.5,0.6
1772521274.237247,3200,0.5,0.6
1772521274.237289,3300,0.5,0.6
1772521274.2373278,3400,0.5,0.6
1772521274.2373672,3500,0.5,0.6
1772521274.2374122,3600,0.5,0.6
1772521274.2374558,3700,0.5,0.6
1772521274.237498,3800,0.5,0.6
1772521274.237538,3900,0.5,0.6
1772521274.237577,4000,0.5,0.6
1772521274.237616,4100,0.5,0.6
1772521274.237654,4200,0.5,0.6
1772521274.2376919,4300,0.5,0.6
1772521274.2377338,4400,0.5,0.6
1772521274.2377758,4500,0.5,0.6
1772521274.2378151,4600,0.5,0.6
1772521274.2378602,4700,0.5,0.6
1772521274.237897,4800,0.5,0.6
1772521274.23794,4900,0.5,0.6
1772521274.2379782,5000,0.5,0.6
1772521274.238017,5100,0.5,0.6
1772521274.238057,5200,0.5,0.6
1772521274.2381,5300,0.5,0.6
1772521274.2381408,5400,0.5,0.6
1772521274.238184,5500,0.5,0.6
1772521274.238225,5600,0.5,0.6
1772521274.238265,5700,0.5,0.6
1772521274.2383082,5800,0.5,0.6
1772521274.23838,5900,0.5,0.6
1772521274.238474,6000,0.5,0.6
1772521274.238533,6100,0.5,0.6
1772521274.238581,6200,0.5,0.6
1772521274.238629,6300,0.5,0.6
1772521274.238674,6400,0.5,0.6
1772521274.238716,6500,0.5,0.6
1772521274.2387571,6600,0.5,0.6
1772521274.2387981,6700,0.5,0.6
1772521274.2388391,6800,0.5,0.6
1772521274.238882,6900,0.5,0.6
1772521274.238924,7000,0.5,0.6
1772521274.238964,7100,0.5,0.6
1772521274.239003,7200,0.5,0.6
1772521274.2390451,7300,0.5,0.6
1772521274.239084,7400,0.5,0.6
1772521274.239126,7500,0.5,0.6
1772521274.2391648,7600,0.5,0.6
1772521274.2392042,7700,0.5,0.6
1772521274.239243,7800,0.5,0.6
1772521274.239281,7900,0.5,0.6
1772521274.23932,8000,0.5,0.6
1772521274.23936,8100,0.5,0.6
1772521274.2394,8200,0.5,0.6
1772521274.239438,8300,0.5,0.6
1772521274.239479,8400,0.5,0.6
1772521274.239517,8500,0.5,0.6
1772521274.2395542,8600,0.5,0.6
1772521274.239591,8700,0.5,0.6
1772521274.239667,8800,0.5,0.6
1772521274.2398121,8900,0.5,0.6
1772521274.239896,9000,0.5,0.6
1772521274.2399511,9100,0.5,0.6
1772521274.239997,9200,0.5,0.6
1772521274.240042,9300,0.5,0.6
1772521274.240084,9400,0.5,0.6
1772521274.240126,9500,0.5,0.6
1772521274.240167,9600,0.5,0.6
1772521274.240208,9700,0.5,0.6
1772521274.240248,9800,0.5,0.6
1772521274.240291,9900,0.5,0.6
