timestamp,runtime,epoch,train_loss,val_loss
1781154520.526644,0.025006771087646484,0,0.5,0.6
1781154520.5272179,0.025580644607543945,100,0.5,0.6
1781154520.527352,0.02571582794189453,200,0.5,0.6
1781154520.527472,0.02583479881286621,300,0.5,0.6
1781154520.5275872,0.025949954986572266,400,0.5,0.6
1781154520.527696,0.026058673858642578,500,0.5,0.6
1781154520.527801,0.026163816452026367,600,0.5,0.6
1781154520.527905,0.02626776695251465,700,0.5,0.6
1781154520.52801,0.026372671127319336,800,0.5,0.6
1781154520.52811,0.026472806930541992,900,0.5,0.6
1781154520.528212,0.026575803756713867,1000,0.5,0.6
1781154520.5283132,0.026675939559936523,1100,0.5,0.6
1781154520.528417,0.026779890060424805,1200,0.5,0.6
1781154520.528516,0.026878833770751953,1300,0.5,0.6
1781154520.528615,0.0269777774810791,1400,0.5,0.6
1781154520.528712,0.027074813842773438,1500,0.5,0.6
1781154520.528822,0.027184724807739258,1600,0.5,0.6
1781154520.528918,0.027281761169433594,1700,0.5,0.6
1781154520.529014,0.027376890182495117,1800,0.5,0.6
1781154520.529109,0.02747178077697754,1900,0.5,0.6
1781154520.529206,0.027568817138671875,2000,0.5,0.6
1781154520.529301,0.027664899826049805,2100,0.5,0.6
1781154520.529397,0.027759790420532227,2200,0.5,0.6
1781154520.529493,0.027855873107910156,2300,0.5,0.6
1781154520.529589,0.027951717376708984,2400,0.5,0.6
1781154520.5296881,0.028050899505615234,2500,0.5,0.6
1781154520.529788,0.02815079689025879,2600,0.5,0.6
1781154520.5298848,0.028247594833374023,2700,0.5,0.6
1781154520.529984,0.02834773063659668,2800,0.5,0.6
1781154520.53008,0.028442859649658203,2900,0.5,0.6
1781154520.530175,0.028537750244140625,3000,0.5,0.6
1781154520.530269,0.02863168716430664,3100,0.5,0.6
1781154520.530365,0.028728723526000977,3200,0.5,0.6
1781154520.5304608,0.0288236141204834,3300,0.5,0.6
1781154520.5305548,0.028917551040649414,3400,0.5,0.6
1781154520.530648,0.029011964797973633,3500,0.5,0.6
1781154520.530742,0.02910470962524414,3600,0.5,0.6
1781154520.530835,0.02919769287109375,3700,0.5,0.6
1781154520.5309281,0.02929091453552246,3800,0.5,0.6
1781154520.531021,0.02938389778137207,3900,0.5,0.6
1781154520.531117,0.0294797420501709,4000,0.5,0.6
1781154520.531211,0.029573678970336914,4100,0.5,0.6
1781154520.531304,0.029666662216186523,4200,0.5,0.6
1781154520.531397,0.029759883880615234,4300,0.5,0.6
1781154520.53149,0.029852867126464844,4400,0.5,0.6
1781154520.531583,0.029945850372314453,4500,0.5,0.6
1781154520.5316758,0.03003859519958496,4600,0.5,0.6
1781154520.5317671,0.03012990951538086,4700,0.5,0.6
1781154520.531988,0.030350685119628906,4800,0.5,0.6
1781154520.532159,0.030521869659423828,4900,0.5,0.6
1781154520.5323079,0.030670642852783203,5000,0.5,0.6
1781154520.532468,0.030830860137939453,5100,0.5,0.6
1781154520.5325902,0.030952930450439453,5200,0.5,0.6
1781154520.532696,0.031058788299560547,5300,0.5,0.6
1781154520.533029,0.031392574310302734,5400,0.5,0.6
1781154520.5334022,0.031764984130859375,5500,0.5,0.6
1781154520.533661,0.032025814056396484,5600,0.5,0.6
1781154520.5340679,0.032431840896606445,5700,0.5,0.6
1781154520.534234,0.03259754180908203,5800,0.5,0.6
1781154520.534451,0.03281378746032715,5900,0.5,0.6
1781154520.534642,0.0330047607421875,6000,0.5,0.6
1781154520.534834,0.03319668769836426,6100,0.5,0.6
1781154520.534982,0.03334474563598633,6200,0.5,0.6
1781154520.535133,0.03349661827087402,6300,0.5,0.6
1781154520.535243,0.03360581398010254,6400,0.5,0.6
1781154520.535346,0.03370976448059082,6500,0.5,0.6
1781154520.535445,0.03380870819091797,6600,0.5,0.6
1781154520.535546,0.033908843994140625,6700,0.5,0.6
1781154520.535645,0.03400874137878418,6800,0.5,0.6
1781154520.535744,0.03410673141479492,6900,0.5,0.6
1781154520.535841,0.03420376777648926,7000,0.5,0.6
1781154520.535946,0.034308671951293945,7100,0.5,0.6
1781154520.536045,0.034407854080200195,7200,0.5,0.6
1781154520.5362089,0.03457164764404297,7300,0.5,0.6
1781154520.53632,0.0346827507019043,7400,0.5,0.6
1781154520.536421,0.03478384017944336,7500,0.5,0.6
1781154520.5365188,0.034881591796875,7600,0.5,0.6
1781154520.5366158,0.034978628158569336,7700,0.5,0.6
1781154520.5368829,0.035246849060058594,7800,0.5,0.6
1781154520.537224,0.03558778762817383,7900,0.5,0.6
1781154520.537361,0.03572368621826172,8000,0.5,0.6
1781154520.537505,0.03586769104003906,8100,0.5,0.6
1781154520.537728,0.036090850830078125,8200,0.5,0.6
1781154520.538118,0.03648066520690918,8300,0.5,0.6
1781154520.538282,0.036644697189331055,8400,0.5,0.6
1781154520.538391,0.03675484657287598,8500,0.5,0.6
1781154520.5384939,0.036856651306152344,8600,0.5,0.6
1781154520.538592,0.036955833435058594,8700,0.5,0.6
1781154520.5386891,0.03705191612243652,8800,0.5,0.6
1781154520.538785,0.03714776039123535,8900,0.5,0.6
1781154520.538885,0.03724789619445801,9000,0.5,0.6
1781154520.538982,0.03734469413757324,9100,0.5,0.6
1781154520.5390851,0.03744792938232422,9200,0.5,0.6
1781154520.539179,0.037541866302490234,9300,0.5,0.6
1781154520.539274,0.037636756896972656,9400,0.5,0.6
1781154520.5393689,0.037732839584350586,9500,0.5,0.6
1781154520.5394628,0.037825584411621094,9600,0.5,0.6
1781154520.539804,0.038167715072631836,9700,0.5,0.6
1781154520.540031,0.03839373588562012,9800,0.5,0.6
1781154520.5401652,0.0385279655456543,9900,0.5,0.6
