timestamp,runtime,epoch,train_loss,val_loss
1773296868.1626072,0.00954437255859375,0,0.5,0.6
1773296868.162977,0.00991511344909668,100,0.5,0.6
1773296868.1630452,0.00998234748840332,200,0.5,0.6
1773296868.163101,0.010038137435913086,300,0.5,0.6
1773296868.1631591,0.010096311569213867,400,0.5,0.6
1773296868.1632152,0.010152339935302734,500,0.5,0.6
1773296868.163296,0.010233163833618164,600,0.5,0.6
1773296868.1633961,0.01033329963684082,700,0.5,0.6
1773296868.1634471,0.010384321212768555,800,0.5,0.6
1773296868.1634932,0.010430335998535156,900,0.5,0.6
1773296868.163541,0.01047825813293457,1000,0.5,0.6
1773296868.1635861,0.010523319244384766,1100,0.5,0.6
1773296868.16363,0.010567188262939453,1200,0.5,0.6
1773296868.163699,0.010636091232299805,1300,0.5,0.6
1773296868.163778,0.010715246200561523,1400,0.5,0.6
1773296868.1638432,0.01078033447265625,1500,0.5,0.6
1773296868.163905,0.010842084884643555,1600,0.5,0.6
1773296868.1639569,0.010894060134887695,1700,0.5,0.6
1773296868.164004,0.010942220687866211,1800,0.5,0.6
1773296868.164052,0.010989189147949219,1900,0.5,0.6
1773296868.164098,0.01103520393371582,2000,0.5,0.6
1773296868.164143,0.011080265045166016,2100,0.5,0.6
1773296868.164186,0.011123180389404297,2200,0.5,0.6
1773296868.1642292,0.01116633415222168,2300,0.5,0.6
1773296868.164272,0.011209249496459961,2400,0.5,0.6
1773296868.164342,0.011279106140136719,2500,0.5,0.6
1773296868.164402,0.011339187622070312,2600,0.5,0.6
1773296868.164466,0.011403083801269531,2700,0.5,0.6
1773296868.1645281,0.011465311050415039,2800,0.5,0.6
1773296868.164581,0.011518239974975586,2900,0.5,0.6
1773296868.164669,0.011606216430664062,3000,0.5,0.6
1773296868.164763,0.011700153350830078,3100,0.5,0.6
1773296868.164821,0.011758089065551758,3200,0.5,0.6
1773296868.164873,0.011810064315795898,3300,0.5,0.6
1773296868.164923,0.011860132217407227,3400,0.5,0.6
1773296868.16497,0.011907100677490234,3500,0.5,0.6
1773296868.1650162,0.011953353881835938,3600,0.5,0.6
1773296868.16506,0.011998414993286133,3700,0.5,0.6
1773296868.1651049,0.012042045593261719,3800,0.5,0.6
1773296868.16515,0.012087106704711914,3900,0.5,0.6
1773296868.165195,0.01213216781616211,4000,0.5,0.6
1773296868.16524,0.012177228927612305,4100,0.5,0.6
1773296868.165285,0.0122222900390625,4200,0.5,0.6
1773296868.165329,0.012266159057617188,4300,0.5,0.6
1773296868.165372,0.012309074401855469,4400,0.5,0.6
1773296868.165417,0.012354135513305664,4500,0.5,0.6
1773296868.1654599,0.012397050857543945,4600,0.5,0.6
1773296868.1655061,0.012443304061889648,4700,0.5,0.6
1773296868.1655512,0.012488365173339844,4800,0.5,0.6
1773296868.1655948,0.01253199577331543,4900,0.5,0.6
1773296868.165639,0.012576103210449219,5000,0.5,0.6
1773296868.1656818,0.0126190185546875,5100,0.5,0.6
1773296868.165726,0.012663125991821289,5200,0.5,0.6
1773296868.1657689,0.01270604133605957,5300,0.5,0.6
1773296868.165813,0.01275014877319336,5400,0.5,0.6
1773296868.165853,0.012790203094482422,5500,0.5,0.6
1773296868.165897,0.01283407211303711,5600,0.5,0.6
1773296868.1659389,0.012876033782958984,5700,0.5,0.6
1773296868.165987,0.0129241943359375,5800,0.5,0.6
1773296868.1660311,0.012968301773071289,5900,0.5,0.6
1773296868.166074,0.01301121711730957,6000,0.5,0.6
1773296868.166118,0.013055086135864258,6100,0.5,0.6
1773296868.1661608,0.013098001480102539,6200,0.5,0.6
1773296868.166204,0.013141155242919922,6300,0.5,0.6
1773296868.1662478,0.01318502426147461,6400,0.5,0.6
1773296868.166291,0.013228178024291992,6500,0.5,0.6
1773296868.166334,0.013271093368530273,6600,0.5,0.6
1773296868.168195,0.01513218879699707,6700,0.5,0.6
1773296868.1682749,0.015212059020996094,6800,0.5,0.6
1773296868.168329,0.015266180038452148,6900,0.5,0.6
1773296868.1683772,0.015314340591430664,7000,0.5,0.6
1773296868.168423,0.015360116958618164,7100,0.5,0.6
1773296868.168465,0.015402078628540039,7200,0.5,0.6
1773296868.1685069,0.015444040298461914,7300,0.5,0.6
1773296868.168552,0.01548910140991211,7400,0.5,0.6
1773296868.168594,0.01553201675415039,7500,0.5,0.6
1773296868.1686358,0.01557302474975586,7600,0.5,0.6
1773296868.168689,0.015626192092895508,7700,0.5,0.6
1773296868.168728,0.015665292739868164,7800,0.5,0.6
1773296868.168767,0.01570415496826172,7900,0.5,0.6
1773296868.1688058,0.015743017196655273,8000,0.5,0.6
1773296868.168845,0.01578211784362793,8100,0.5,0.6
1773296868.168885,0.015822172164916992,8200,0.5,0.6
1773296868.1689332,0.015870332717895508,8300,0.5,0.6
1773296868.168979,0.015916109085083008,8400,0.5,0.6
1773296868.169018,0.015955209732055664,8500,0.5,0.6
1773296868.169058,0.015995264053344727,8600,0.5,0.6
1773296868.169096,0.01603412628173828,8700,0.5,0.6
1773296868.169135,0.01607227325439453,8800,0.5,0.6
1773296868.169173,0.01611018180847168,8900,0.5,0.6
1773296868.1692119,0.016149044036865234,9000,0.5,0.6
1773296868.1692538,0.01619100570678711,9100,0.5,0.6
1773296868.169295,0.01623225212097168,9200,0.5,0.6
1773296868.1693382,0.016275405883789062,9300,0.5,0.6
1773296868.1693802,0.016317367553710938,9400,0.5,0.6
1773296868.169421,0.016358137130737305,9500,0.5,0.6
1773296868.1694589,0.016396045684814453,9600,0.5,0.6
1773296868.169497,0.016434192657470703,9700,0.5,0.6
1773296868.169536,0.01647329330444336,9800,0.5,0.6
1773296868.169575,0.016512155532836914,9900,0.5,0.6
